"ID","Age","YearGroup","Q1_response","Q1_1","Q1_2","Q2_1","Q2_2","Q2_response","Q3_1","Q3_response","Q4_1","Q4_2","Q4_3","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q6_response","Q6_1","Q6_2","Q6_3","Q6_4","Q6_5","Q6_6","Q6_7","Q6_8","Q6_9","Q6_10","Q7_2","Q7_1","Q8_response","Q8_1","Q8_2"
1,15.9397874710655,"Grade12",150.649963819442,12.7580974137912,17.2086308568742,0,17.6803037989885,7,"AA",1,19.2182227220888,-17.9834387439585,8.55735950404882,-2.17279758261098,-2.16612824884531,-2.02488796788055,-1.94278259544849,-1.59485030822812,-0.146776224742326,-0.106812855589929,-0.560475646552213,-0.601892845985016,-0.995798724851333,-0.820986697119997,-0.511603722189581,-0.678807618879959,-0.150307477864079,1.47833445941722,0.19654977656002,0.834371493937897,"a",44.3952435344779,12,0.575155040249228,"GroupB"
2,18.4480798219735,"Grade14",78.5294226136459,14.0792900420669,12.5924286160599,0,18.3220722479746,10,"AA",0,-3.6761297197162,-3.4269162452554,-2.35511523387748,-1.52332777168108,-0.859683207748511,-0.384541342477225,-1.51245430495984,-2.71263375142338,-4.08977291257434,-1.11633752860542,-0.23017748948328,-0.993698591098714,-1.03995504376619,-0.307257232988639,0.236937879127631,0.574312736347461,-0.327757132786462,-1.40678671660781,0.650113188667264,-0.698403948311629,"a",47.6982251051672,28,1.57661027088761,"GroupB"
3,18.6942803876262,"Grade14",61.9482544118377,21.2348332565965,11.0252056356051,0,14.3550065346062,5,"AB",0,-3.65701767206827,-1.46990086845435,-3.22756578336078,3.2553072191365,2.83880194541843,3.66692327658094,1.45173409146837,1.01611884439578,0.888347519274387,-2.39763143459648,1.55870831414912,1.0267850560749,-0.0179802405766626,-0.902098008539463,-0.541589171621698,-0.704514526288929,-1.44816529018399,-1.88397213212785,0.671004187901994,1.30924048218871,"a",65.5870831414912,19,0.8179538436234,"GroupC"
4,15.8136899498469,"Grade12",187.03611264235,15.2820335656983,19.1071402242996,1,3.99864561622962,4,"AB",0,16.6806563520457,-18.5784501780611,6.45923622305062,0.015892489134875,0.796288882533966,1.40960030388943,1.04324467824334,1.10526254170355,1.75049928942979,-0.759893847814511,0.070508391424576,0.751061302606323,-0.132175132856735,0.627068743114984,1.21922764704307,-0.533984057229936,-0.697284584551622,-0.277366227607279,-1.28415776513223,-0.980177626888364,"a",50.7050839142458,83,1.76603480800986,"GroupC"
5,16.0186414073572,"Grade12",166.07069241647,15.5171509406438,18.0042452104253,0,18.2727134786546,12,"AB",0,18.8121259658612,-19.7473344132291,9.74633212489895,-2.27783853091245,1.43064559281238,0.523212760040704,-2.39486512177261,-1.02350945745901,-3.64432184559624,1.0616854214794,0.129287735160946,-1.5091665373287,-2.54934277475043,1.12035502842611,0.174135875106149,0.774384606617658,2.59849023212988,0.430427805191253,-2.02610958278953,0.747985102745544,"a",51.2928773516095,81,1.88093456858769,"GroupC"
6,16.7246689801906,"Grade13",33.9820409699273,21.8602599475331,8.9633338506852,1,8.90069073066115,4,"AB",0,-7.49068786345289,-48.0142024554849,21.8631153713742,4.64220992817427,6.2433695210134,4.01540714848838,-0.675431042122305,-0.265768895672338,-0.385684785347781,1.22604123787145,1.71506498688328,-0.0951474508492868,1.04057345571938,2.12721355249353,-0.615268316096478,-0.475621395338803,-0.0374150136340493,-0.128786668054707,2.20532606437083,1.25779662068081,"a",67.1506498688328,10,0.0911129987798631,"GroupC"
7,15.5970707729297,"Grade12",117.119543974052,16.8436648239568,14.6194101966029,1,26.8026860314421,16,"AB",1,17.48557535491,-20.3178593031763,7.5834235880825,1.21764976856251,1.4723132773058,-0.562419207914482,-1.9059178066755,-1.23678288417228,-1.28979452602874,0.412838351364979,0.460916205989202,-0.895947822756499,0.24972573598519,0.366114382931719,-1.80689296408533,-0.0244273788868501,0.91349189044332,1.1292645954138,0.231389929911167,1.2221833523778,"a",54.609162059892,6,1.05621097609401,"GroupB"
8,16.4530338056652,"Grade12",69.3954658418251,9.93975506157386,11.416208708974,1,25.1974356011488,7,"AB",0,17.9728135914237,-20.6189584351403,8.80747474851084,-0.240421219525393,-3.91092834024937,-4.05934643933368,-3.32956915185376,-5.15432906756544,-5.83755638347445,-0.820313374622499,-1.26506123460653,-2.07075107054196,2.41620737314833,-0.874781377193686,-0.643681105896039,1.01900809628437,-0.184526498264729,-0.246528493011147,0.375642260184807,-0.112160842700522,"a",37.3493876539347,6,1.78483808878809,"GroupA"
9,16.5209874030914,"Grade12",38.3158291801571,12.2525885924259,6.71699571783214,0,47.2517551737837,21,"AB",0,18.0345264055227,-18.5299933365004,8.14487110652361,-0.757192750925308,-0.623971981551235,0.191516152020296,-0.890328120103455,0.97011261101299,-0.760223461582673,-0.810578743704973,-0.686852851893526,0.150120131188143,0.685198238051097,1.02447486299323,2.04601885213282,-1.20558039559856,0.609824296161446,-1.16554781579066,-1.1929685182981,0.692200142934224,"a",43.1314714810647,10,1.10287002893165,"GroupA"
10,17.009316121794,"Grade13",129.078693127728,13.2173521196002,15.6004805247526,0,17.0660641975701,3,"AB",0,-8.12492830579123,-49.0914027560157,22.1452664951656,-1.3828494461719,-0.16482983454459,-1.76404974040095,1.428949278029,-0.242834911208586,1.30601067795222,2.66773121038287,-0.445661970099958,-0.0792117092585882,-0.446959308961992,0.90475889369531,-0.560762421131065,1.59529386747203,-0.0527268089879745,1.51988229295041,1.13254984181008,-2.13764149985513,"a",45.5433802990004,29,0.913229470606893,"GroupC"
